This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

Account Statement for <TOTAL> (ALL ACCOUNTS) since 2/16/15 through 2/16/15

Cash Balance
DATE,TIME,TYPE,REF #,DESCRIPTION,FEES,COMMISSIONS,AMOUNT,BALANCE
JPM,JP MORGAN CHASE & CO COM,$109.00,+24.55%,$0.20,$109.00,$317.95,($31.00)
KO,COCA COLA CO COM,($46.50),-19.87%,$0.00,($46.50),$181.28,$187.50
PG,PROCTER GAMBLE CO COM,$57.50,+0.66%,$0.00,$57.50,"$1,223.96","$8,526.50"
RSX,MARKET VECTORS RUSSIA,$0.00,0.00%,$0.00,$245.00,$0.00,$0.00
SNDK,SANDISK CORP COM,($375.50),-4.71%,$0.00,($375.50),"$1,176.71","($8,344.50)"
SPY,SPDR TR S&P 500 ETF TR,$142.50,+4.94%,$0.00,$142.50,$411.26,($82.50)
TSLA,TESLA MOTORS INC COM,($20.00),-0.78%,$0.00,($20.00),$75.00,$220.00
USLV,CREDIT SUISSE AG VELOCITY 3X LONG SILVER ETN,($89.00),-3.57%,$0.00,($89.00),$360.90,"$2,406.00"
VXX,BARCLAYS BANK PLC IPATH S&P 500 VIX SHORT TERM,($151.50),-56.74%,$0.00,($151.50),$83.54,$115.50
WFC,WELLS FARGO & CO COM,$0.00,0.00%,$0.00,$110.00,$0.00,$0.00
XOM,EXXON MOBIL CORPORATION COM,($402.00),-4.48%,$0.00,($402.00),"$1,368.14","($9,369.00)"
,OVERALL TOTALS,"($8,458.00)",-3.33%,$495.20,"($5,412.50)","$17,965.94","($1,865.50)"

Forex Account Summary
Cash,"$10,348.72"
UPL,$7.93
Floating P/L,($2.82)
Equity,"$10,353.83"
Margin,"$1,525.18"
Available Equity,"$8,828.65"
Risk Level,100.00%

Account Summary
Net Liquidating Value,"$44,245.70"
Stock Buying Power,"$25,784.76"
Option Buying Power,"$25,784.76"
Commissions YTD,$332.20
Futures Commissions YTD,$26.35
